Fund Name,Category,Subcategory,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Std Dev,Mean Return (%),YTM (%),Modified Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),Top Holdings Count,Fund URL,ISIN,Scheme Code,No. of Stocks,Top 10 Stocks (%),Top 5 Stocks (%),Top 3 Sectors (%),P/B Ratio,P/E Ratio,Alpha Score(4),Sharpe Score(4),Sortino Score(4),RiskAdj Perf(12),StdDev Score(4),MeanRet Score(4),Beta Score(2),Vol & Return(10),NumStocks Score(2),Top10 Score(2),Top5 Score(2),Top3Sec Score(2),Diversification(8),PE Score(3),PB Score(3),Valuation(6),YTM Score(1),Duration Score(1),Maturity Score(1),Credit Score(1),Debt Quality(4),Total Score(40),Risk Category,Fund Rating
Motilal Oswal NASDAQ 100 ETF,solution-oriented,Equity: International,Regular,45.24,31.43,21.11,BSE 500 TRI,0.79,13.68,12.33,,,1.45,17.64,31.36,,,,,25,https://www.valueresearchonline.com/funds/12498/,INF247L01726,145553,,,,,,,1,3,1,5,1,4,1,6,2,1,1,1,5,1,1,2,0,0,0,0,0,18,Moderately High Risk,Average
Motilal Oswal Nasdaq 100 FOF Reg,solution-oriented,Equity: International,Regular,75,38.78,24.46,BSE 500 TRI,0.79,13.68,12.33,,,1.24,26.4,38.65,,,,,1,https://www.valueresearchonline.com/funds/38227/,INF247L01700,145551,,,,,,,1,3,1,5,1,4,1,6,1,1,1,1,4,1,1,2,0,0,0,0,0,17,Moderately High Risk,Average
Motilal Oswal Nasdaq Q50 ETF,solution-oriented,Equity: International,Regular,64.65,30.76,,BSE 500 TRI,0.79,13.68,,,,1.24,19.56,30.05,,,,,25,https://www.valueresearchonline.com/funds/41923/,INF247L01742,145555,,,,,,,1,3,1,5,1,4,1,6,1.5,1,1,1,4.5,1,1.5,2.5,0,0,0,0,0,18.0,Moderately High Risk,Average
Motilal Oswal S&P 500 Index Reg,solution-oriented,Equity: International,Regular,32.14,24.47,16.8,BSE 500 TRI,0.79,13.68,12.33,,,1.41,13.61,25.08,,,,,25,https://www.valueresearchonline.com/funds/40996/,INF247L01AH0,148382,,,,,,,1,3,1,5,2,4,1,7,2,1,1,1,5,1.5,1.5,3.0,0,0,0,0,0,20.0,Moderate Risk,Average
Navi Nasdaq100 US Specific Equity Passive FoF Reg,solution-oriented,Equity: International,Regular,45.02,31.47,,BSE 500 TRI,0.79,13.68,,,,1.38,18.73,31.77,,,,,1,https://www.valueresearchonline.com/funds/42134/,INF959L01GA2,149911,,,,,,,1,3,1,5,1,4,1,6,1,1,1,1,4,1,1,2,0,0,0,0,0,17,Moderately High Risk,Average
Navi Total Stock Market US Specific Equity Passive FoF Reg,solution-oriented,Equity: International,Regular,34.09,25.78,,BSE 500 TRI,0.79,13.68,,,,1.35,15.06,26.27,,,,,1,https://www.valueresearchonline.com/funds/42068/,INF959L01FW8,149831,,,,,,,1,3,1,5,1,4,1,6,1,1,1,1,4,1,1,2,0,0,0,0,0,17,Moderately High Risk,Average
Nippon India ETF Hang Seng BeES,solution-oriented,Equity: International,Regular,5.56,15.08,2.51,BSE 500 TRI,0.79,13.68,12.33,,,0.71,20.31,20.19,,,,,25,https://www.valueresearchonline.com/funds/10905/,INF204KA1QN5,130175,,,,,,,1,2,1,4,1,4,1,6,1,1,1,1,4,1,1,2,0,0,0,0,0,16,Moderately High Risk,Average
Nippon India Japan Equity Reg,solution-oriented,Equity: International,Regular,35.13,18.62,9.66,BSE 500 TRI,0.79,13.68,12.33,,,0.98,14.29,19.9,,,,,25,https://www.valueresearchonline.com/funds/27688/,INF761K01462,111712,,,,,,,1,2,1,4,2,4,1,7,1,1,1,1,4,1,3,4,0,0,0,0,0,19,Moderately High Risk,Average
Nippon India Taiwan Equity Reg,solution-oriented,Equity: International,Regular,181.59,60.55,,BSE 500 TRI,0.79,13.68,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/41836/,INF204KC1279,149328,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Nippon India US Equity Opportunities Reg,solution-oriented,Equity: International,Regular,12.57,16.41,9.27,BSE 500 TRI,0.79,13.68,12.33,,,0.9,14.24,18.73,,,,,25,https://www.valueresearchonline.com/funds/30564/,INF209KB1T46,148537,,,,,,,1,2,1,4,2,4,1,7,1,1,1,1,4,1,1,2,0,0,0,0,0,17,Moderately High Risk,Average
PGIM India Emerging Markets Equity FoF Reg,solution-oriented,Equity: International,Regular,49.79,29.05,3.93,BSE 500 TRI,0.79,13.68,12.33,,,1.27,18.63,29.59,,,,,1,https://www.valueresearchonline.com/funds/5558/,INF663L01T43,147600,,,,,,,1,3,1,5,1,4,1,6,1,1,1,1,4,1,1,2,0,0,0,0,0,17,Moderately High Risk,Average
PGIM India Global Equity Opportunities FoF Reg,solution-oriented,Equity: International,Regular,23.5,19.31,7.87,BSE 500 TRI,0.79,13.68,12.33,,,0.78,18.59,20.31,,,,,1,https://www.valueresearchonline.com/funds/11136/,INF663L01U24,148159,,,,,,,1,2,1,4,1,4,1,6,1,1,1,1,4,1,1,2,0,0,0,0,0,16,Moderately High Risk,Average
PGIM India Global Select Real Estate Sec FoF Reg,solution-oriented,Equity: International,Regular,24.35,16.32,,BSE 500 TRI,0.79,13.68,,,,0.65,14.8,15.43,,,,,1,https://www.valueresearchonline.com/funds/41816/,INF740K012I0,131297,,,,,,,1,2,1,4,2,3,1,6,1,1,1,1,4,1,1,2,0,0,0,0,0,16,Moderately High Risk,Average
SBI US Specific Equity Active FoF FoF Reg,solution-oriented,Equity: International,Regular,34.64,26.51,16.25,BSE 500 TRI,0.79,13.68,12.33,,,1.44,15.1,27.67,,,,,1,https://www.valueresearchonline.com/funds/41350/,INF200KA1T96,148762,,,,,,,1,3,1,5,1,4,1,6,1,1,1,1,4,1,1,2,0,0,0,0,0,17,Moderately High Risk,Average
Sundaram Global Brand Theme-Equity Active FoF Reg*,solution-oriented,Equity: International,Regular,21.89,16.42,10.65,BSE 500 TRI*,0.79,13.68,12.33,,,0.99,13.32,19.02,,,,,1,https://www.valueresearchonline.com/funds/5449/,INF903J01EX1,106370,,,,,,,1,2,1,4,2,4,1,7,1,1,1,1,4,1,1,2,0,0,0,0,0,17,Moderately High Risk,Average
ABSL Conglomerate Reg,solution-oriented,Equity: Thematic (Broad),Regular,0.46,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44786/,INF209KC1399,153127,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
ABSL Nifty India Defence Index Reg,solution-oriented,Equity: Thematic (Broad),Regular,7.43,,,BSE 500 TRI,0.79,,,,,,,,,,,,19,https://www.valueresearchonline.com/funds/44487/,INF209KC1159,152800,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
ABSL Special Opportunities Reg,solution-oriented,Equity: Thematic (Broad),Regular,13.6,20.86,14.89,BSE 500 TRI,0.79,13.68,12.33,5.9,0.97,0.89,15.34,19.52,,,,,25,https://www.valueresearchonline.com/funds/41141/,INF209KB1T46,148537,,,,,,,4,2,1,7,1,4,1,6,1.5,1.5,1.5,1,5.5,2,2,4,0,0,0,0,0,22.5,Moderate Risk,Average
Axis BSE India Sector Leaders Index Reg,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45781/,INF846KA1416,154170,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1.5,6.0,2,1.5,3.5,0,0,0,0,0,15.5,Moderately High Risk,Average
Axis Momentum Reg,solution-oriented,Equity: Thematic (Broad),Regular,-6.24,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44766/,INF846K010Z1,153085,,,,,,,1,1,1,3,1,1,1,3,1,1,1.5,1,4.5,1.5,1.5,3.0,0,0,0,0,0,13.5,Moderately High Risk,Average
Axis Multi Factor Passive FoF Reg,solution-oriented,Equity: Thematic (Broad),Regular,2.09,10.98,,BSE 500 TRI,0.79,13.68,,-1.31,0.95,0.42,14.94,12.19,,,,,4,https://www.valueresearchonline.com/funds/42078/,INF846K014G3,149844,,,,,,,1,1,1,3,2,3,1,6,1,1,1,1,4,1,1,2,0,0,0,0,0,15,Moderately High Risk,Average
Axis Nifty India Defence Index Reg,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,19,https://www.valueresearchonline.com/funds/45949/,INF846KA1515,154327,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Axis Services Opportunities Reg,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45322/,INF846KA1135,153621,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Bandhan BSE India Sector Leaders Index Reg,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45460/,INF194KB1KA6,153839,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1.5,6.0,2,1.5,3.5,0,0,0,0,0,15.5,Moderately High Risk,Average
Bandhan Multi-Factor Reg,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45332/,INF194KB1JU6,153721,,,,,,,1,1,1,3,1,1,1,3,1,1.5,2,1,5.5,3,2,5,0,0,0,0,0,16.5,Moderately High Risk,Average
Baroda BNP Paribas Business Conglomerates Reg,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45456/,INF251K01VG2,153844,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1.5,1.5,3.0,0,0,0,0,0,13.0,Moderately High Risk,Average
Edelweiss BSE Capital Mkts & Insurance ETF,solution-oriented,Equity: Thematic (Broad),Regular,2.35,,,BSE 500 TRI,0.79,,,,,,,,,,,,24,https://www.valueresearchonline.com/funds/44826/,INF754K01KM5,153437,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Edelweiss BSE Internet Economy Index Reg,solution-oriented,Equity: Thematic (Broad),Regular,-3.28,,,BSE 500 TRI,0.79,,,,,,,,,,,,20,https://www.valueresearchonline.com/funds/45127/,INF754K01VB6,153495,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Edelweiss Recently Listed IPO Reg,solution-oriented,Equity: Thematic (Broad),Regular,17.73,18.5,12.87,BSE 500 TRI,0.79,13.68,12.33,4.39,1.07,0.63,20.59,18.82,,,,,25,https://www.valueresearchonline.com/funds/35232/,INF754K01MH2,142383,,,,,,,4,2,1,7,1,4,1,6,1,1,1,1,4,1,1,2,0,0,0,0,0,19,Moderately High Risk,Average
Franklin India Multi-Factor Reg,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45583/,INF761K01462,111712,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,3,2,5,0,0,0,0,0,16.5,Moderately High Risk,Average
Franklin India Opportunities Reg,solution-oriented,Equity: Thematic (Broad),Regular,3.51,24.08,18.94,BSE 500 TRI,0.79,13.68,12.33,8.79,1.05,0.97,17.68,23.09,,,,,25,https://www.valueresearchonline.com/funds/753/,INF761K01462,111712,,,,,,,4,2,1,7,1,4,1,6,1.5,1.5,1.5,1,5.5,2,2,4,0,0,0,0,0,22.5,Moderate Risk,Average
Groww BSE Power ETF,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,18,https://www.valueresearchonline.com/funds/45370/,INF666M01LQ7,153748,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1.5,2,3.5,0,0,0,0,0,13.5,Moderately High Risk,Average
Groww BSE Power ETF FOF Reg,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45371/,INF666M01LQ7,153748,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Groww Nifty Capital Markets ETF,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,17,https://www.valueresearchonline.com/funds/45632/,INF666M01MJ0,153918,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Groww Nifty Capital Markets ETF FoF Reg,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45626/,INF666M01MJ0,153918,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Groww Nifty Chemicals ETF,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,20,https://www.valueresearchonline.com/funds/45751/,INF666M01MN9,153920,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1.5,2.5,0,0,0,0,0,12.5,High Risk,Poor
Groww Nifty India Defence ETF,solution-oriented,Equity: Thematic (Broad),Regular,8.23,,,BSE 500 TRI,0.79,,,,,,,,,,,,19,https://www.valueresearchonline.com/funds/44590/,INF666M01IT7,152927,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Groww Nifty India Defence ETF FoF Reg,solution-oriented,Equity: Thematic (Broad),Regular,7.56,,,BSE 500 TRI,0.79,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/44595/,INF666M01IT7,152927,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Groww Nifty India Internet ETF,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45241/,INF666M01LF0,153633,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1.5,2.5,0,0,0,0,0,12.5,High Risk,Poor
Groww Nifty India Internet ETF FoF Reg,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45242/,INF666M01LF0,153633,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Groww Nifty Metal ETF,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,19,https://www.valueresearchonline.com/funds/45677/,INF666M01MK5,153916,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Groww Nifty Realty ETF,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,10,https://www.valueresearchonline.com/funds/45522/,INF666M01MM1,153918,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1.5,2.5,0,0,0,0,0,12.5,High Risk,Poor
HDFC BSE India Sector Leaders Index Reg,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45588/,INF179KC1JX8,153958,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1.5,6.0,2,1.5,3.5,0,0,0,0,0,15.5,Moderately High Risk,Average
HDFC Defence Reg,solution-oriented,Equity: Thematic (Broad),Regular,15.82,42.56,,BSE 500 TRI,0.79,13.68,,,,,,,,,,,23,https://www.valueresearchonline.com/funds/43510/,INF179K01BE2,102000,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
HDFC Housing Opportunities Reg,solution-oriented,Equity: Thematic (Broad),Regular,-3.32,14.23,13.13,BSE 500 TRI,0.79,13.68,12.33,0.82,1.13,0.54,18.47,15.76,,,,,25,https://www.valueresearchonline.com/funds/34768/,INF209KB1T46,148537,,,,,,,2,2,1,5,1,3,1,5,1,1,1,1,4,3,2,5,0,0,0,0,0,19,Moderately High Risk,Average
HDFC NIFTY Growth Sectors 15 ETF,solution-oriented,Equity: Thematic (Broad),Regular,-5.44,6.03,,BSE 500 TRI,0.79,13.68,,-5.07,0.78,0.08,15.06,7.05,,,,,15,https://www.valueresearchonline.com/funds/42537/,INF579M01AL6,151164,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1.5,1,2.5,0,0,0,0,0,12.5,High Risk,Poor
HDFC NIFTY Realty Index Reg,solution-oriented,Equity: Thematic (Broad),Regular,-19.42,,,BSE 500 TRI,0.79,,,,,,,,,,,,10,https://www.valueresearchonline.com/funds/44210/,INF579M01AL6,151164,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1.5,2.5,0,0,0,0,0,12.5,High Risk,Poor
HSBC India Export Opportunities Reg,solution-oriented,Equity: Thematic (Broad),Regular,10.38,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44522/,INF336L01RL7,152830,,,,,,,1,1,1,3,1,1,1,3,1,1.5,1.5,1,5.0,1,1.5,2.5,0,0,0,0,0,13.5,Moderately High Risk,Average
ICICI Pru Active Momentum,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45355/,INF846K010Z1,153085,,,,,,,1,1,1,3,1,1,1,3,1,1.5,2,1,5.5,1.5,1.5,3.0,0,0,0,0,0,14.5,Moderately High Risk,Average
ICICI Pru Commodities,solution-oriented,Equity: Thematic (Broad),Regular,11.57,17.66,15.26,BSE 500 TRI,0.79,13.68,12.33,6.59,0.97,0.85,16.83,20.21,,,,,25,https://www.valueresearchonline.com/funds/40304/,INF109KC1F91,147662,,,,,,,4,2,1,7,1,4,1,6,1,1,1,1,4,1.5,2,3.5,0,0,0,0,0,20.5,Moderate Risk,Average
ICICI Pru Conglomerate,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45487/,INF109K1A427,153867,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
ICICI Pru Eqt Minimum Variance Fund Reg,solution-oriented,Equity: Thematic (Broad),Regular,-0.47,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44742/,INF109KC10Y6,153070,,,,,,,1,1,1,3,1,1,1,3,1,1,1.5,1,4.5,2,1.5,3.5,0,0,0,0,0,14.0,Moderately High Risk,Average
ICICI Pru Exports & Services,solution-oriented,Equity: Thematic (Broad),Regular,1.21,17.79,15.73,BSE 500 TRI,0.79,13.68,12.33,4.4,0.85,0.83,13.46,17.06,,,,,25,https://www.valueresearchonline.com/funds/2968/,INF903J016H9,134356,,,,,,,4,2,1,7,2,3,1,6,1.5,1.5,1.5,1,5.5,2,1.5,3.5,0,0,0,0,0,22.0,Moderate Risk,Average
ICICI Pru FMCG,solution-oriented,Equity: Thematic (Broad),Regular,-12.05,-1.02,7.22,BSE 500 TRI,0.79,13.68,12.33,-12.22,0.86,-0.35,15.4,0.5,,,,,25,https://www.valueresearchonline.com/funds/591/,INF109K01Z14,120587,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1.5,1,2.5,0,0,0,0,0,12.5,High Risk,Poor
ICICI Pru Housing Opportunities,solution-oriented,Equity: Thematic (Broad),Regular,0.93,14.88,,BSE 500 TRI,0.79,13.68,,1.89,0.95,0.62,15.27,15.39,,,,,25,https://www.valueresearchonline.com/funds/42248/,INF209KB1T46,148537,,,,,,,2,2,1,5,1,3,1,5,1.5,1,1,1,4.5,2,2,4,0,0,0,0,0,18.5,Moderately High Risk,Average
ICICI Pru India Opportunities,solution-oriented,Equity: Thematic (Broad),Regular,1.4,18.79,19.12,BSE 500 TRI,0.79,13.68,12.33,6.01,0.82,0.95,13.32,18.45,,,,,25,https://www.valueresearchonline.com/funds/38583/,INF209KB1T46,148537,,,,,,,4,2,1,7,2,4,1,7,2,1.5,1.5,1,6.0,3,2,5,0,0,0,0,0,25.0,Moderate Risk,Average
ICICI Pru Multi Sector Passive FoF,solution-oriented,Equity: Thematic (Broad),Regular,2.99,15.22,13.28,BSE 500 TRI,0.79,13.68,12.33,1.86,0.9,0.64,14.07,14.9,,,,,10,https://www.valueresearchonline.com/funds/1935/,INF194KB1CI6,149305,,,,,,,2,2,1,5,2,3,1,6,1,1,1,1,4,1,1,2,0,0,0,0,0,17,Moderately High Risk,Average
ICICI Pru Nifty Commodities ETF,solution-oriented,Equity: Thematic (Broad),Regular,13.39,19.03,,BSE 500 TRI,0.79,13.68,,7.16,1.02,0.86,17.8,21.15,,,,,25,https://www.valueresearchonline.com/funds/42947/,INF966L01DC0,152256,,,,,,,4,2,1,7,1,4,1,6,1,1,1,1,4,2,2,4,0,0,0,0,0,21,Moderate Risk,Average
ICICI Pru Nifty FMCG ETF,solution-oriented,Equity: Thematic (Broad),Regular,-9.11,0.08,,BSE 500 TRI,0.79,13.68,,-11.82,0.95,-0.25,17.15,1.64,,,,,15,https://www.valueresearchonline.com/funds/41601/,INF846K010D8,149242,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1.5,1,2.5,0,0,0,0,0,12.5,High Risk,Poor
ICICI Pru Nifty Metal ETF,solution-oriented,Equity: Thematic (Broad),Regular,33.81,,,BSE 500 TRI,0.79,,,,,,,,,,,,19,https://www.valueresearchonline.com/funds/44461/,INF846K010D8,149242,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,2,2,4,0,0,0,0,0,14,Moderately High Risk,Average
ICICI Pru Nifty Oil & Gas ETF,solution-oriented,Equity: Thematic (Broad),Regular,-2.28,,,BSE 500 TRI,0.79,,,,,,,,,,,,15,https://www.valueresearchonline.com/funds/44432/,INF903J016H9,134356,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,3,3,6,0,0,0,0,0,16,Moderately High Risk,Average
ICICI Pru Quality,solution-oriented,Equity: Thematic (Broad),Regular,1.37,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45162/,INF200KB1AD3,154175,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1.5,1,2.5,0,0,0,0,0,14.0,Moderately High Risk,Average
ICICI Pru Rural Opportunities,solution-oriented,Equity: Thematic (Broad),Regular,-0.64,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44844/,INF209KB1T46,148537,,,,,,,1,1,1,3,1,1,1,3,1.5,1,1,1,4.5,2,1.5,3.5,0,0,0,0,0,14.0,Moderately High Risk,Average
Kotak Active Momentum Reg,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45387/,INF174KA1XD8,153755,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Kotak BSE Housing Index Reg,solution-oriented,Equity: Thematic (Broad),Regular,-6.96,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43704/,INF174KA1OU1,152038,,,,,,,1,1,1,3,1,1,1,3,1,1,1.5,1,4.5,1,1.5,2.5,0,0,0,0,0,13.0,Moderately High Risk,Average
Kotak Multi Factor Passive FoF Reg,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,2,https://www.valueresearchonline.com/funds/45898/,INF174K01NI9,100835,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Kotak Nifty Chemicals ETF,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,20,https://www.valueresearchonline.com/funds/45570/,INF174KA1VO8,153521,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1.5,2.5,0,0,0,0,0,12.5,High Risk,Poor
Kotak Nifty Commodities Index Reg,solution-oriented,Equity: Thematic (Broad),Regular,12.41,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44989/,INF174KA1VH3,153351,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,2,2,4,0,0,0,0,0,14,Moderately High Risk,Average
Kotak Nifty India Tourism Index Reg,solution-oriented,Equity: Thematic (Broad),Regular,-13.31,,,BSE 500 TRI,0.79,,,,,,,,,,,,15,https://www.valueresearchonline.com/funds/44537/,INF174KA1TC8,152872,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Kotak Rural Opportunities Reg,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45595/,INF174KA1XZ1,153969,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1.5,1.5,3.0,0,0,0,0,0,13.0,Moderately High Risk,Average
Kotak Services Reg,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45795/,INF174KA1YY2,154151,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Kotak Special Opportunities Reg,solution-oriented,Equity: Thematic (Broad),Regular,9.85,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44380/,INF174KA1SC0,152703,,,,,,,1,1,1,3,1,1,1,3,1,1.5,1.5,1,5.0,1.5,2,3.5,0,0,0,0,0,14.5,Moderately High Risk,Average
Mirae Asset BSE India Defence ETF,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45790/,INF769K01QD0,154189,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Mirae Asset BSE India Defence ETF FoF Reg,solution-oriented,Equity: Thematic (Broad),Regular,,,,BSE 500 TRI,,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45809/,INF769K01QD0,154189,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
Mirae Asset BSE Select IPO ETF,solution-oriented,Equity: Thematic (Broad),Regular,-7.52,,,BSE 500 TRI,0.79,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45020/,INF769K01OH6,153387,,,,,,,1,1,1,3,1,1,1,3,1.5,1.5,1.5,1,5.5,1,1.5,2.5,0,0,0,0,0,14.0,Moderately High Risk,Average
Mirae Asset BSE Select IPO ETF FoF Reg,solution-oriented,Equity: Thematic (Broad),Regular,-7.84,,,BSE 500 TRI,0.79,,,,,,,,,,,,1,https://www.valueresearchonline.com/funds/45021/,INF769K01OH6,153387,,,,,,,1,1,1,3,1,1,1,3,1,1,1,1,4,1,1,2,0,0,0,0,0,12,High Risk,Poor
